,user_id,app_id,rating
7,41,3,3
8,41,73,5
9,41,2456,3
0,42,0,3
1,42,224,5
2,42,6,3
3,42,18,2
4,42,8,5
5,42,133,4
6,42,2046,1
7,42,24,1
8,42,43,4
9,42,863,2
10,42,639,5
11,42,4,3
12,42,1860,5
13,42,649,3
14,42,97,3
15,42,124,2
16,42,3,5
17,42,2,5
0,43,0,4
1,43,84,4
2,43,228,5
3,43,585,3
4,43,2853,5
5,43,1962,1
6,43,4,5
7,43,1427,2
8,43,435,1
9,43,28,4
10,43,4046,2
11,43,4527,4
12,43,526,5
13,43,4295,4
14,43,2883,2
15,43,8,4
0,44,0,2
1,44,17,2
2,44,868,3
3,44,1,4
4,44,3825,3
5,44,3954,1
6,44,3420,3
7,44,1596,4
8,44,175,2
9,44,13,2
10,44,155,3
11,44,11,3
12,44,4333,2
13,44,2355,4
14,44,1253,3
15,44,303,5
16,44,95,3
0,45,84,1
1,45,3601,3
2,45,0,5
3,45,430,3
4,45,140,4
0,46,703,5
1,46,0,1
2,46,5,2
3,46,438,4
4,46,172,4
0,47,9,3
1,47,8,5
2,47,0,4
3,47,4459,2
0,48,2,1
1,48,76,5
2,48,17,1
0,49,0,5
1,49,1546,3
2,49,13,1
3,49,56,3
4,49,57,4
5,49,886,5
6,49,21,1
7,49,25,1
0,50,1238,4
1,50,1497,5
2,50,2001,4
3,50,0,2
4,50,120,1
5,50,5,4
6,50,38,2
7,50,10,4
8,50,436,3
9,50,24,1
0,51,1,2
1,51,0,3
2,51,1956,3
3,51,2092,1
4,51,62,2
5,51,10,1
6,51,322,5
0,52,139,1
1,52,7,2
2,52,137,2
3,52,727,4
4,52,0,3
5,52,189,5
6,52,6,1
7,52,1,5
8,52,115,1
9,52,1713,3
10,52,71,2
11,52,257,4
0,53,3,5
1,53,0,4
2,53,918,2
3,53,88,5
4,53,49,1
5,53,35,4
6,53,870,1
7,53,45,4
8,53,846,5
9,53,40,1
10,53,1590,2
11,53,276,4
12,53,9,3
13,53,37,4
14,53,1,3
15,53,38,2
16,53,1615,4
17,53,323,1
0,54,0,4
1,54,2,5
2,54,1793,2
3,54,36,3
4,54,57,3
5,54,126,5
6,54,86,4
7,54,7,5
8,54,97,1
9,54,10,2
10,54,4,4
11,54,661,3
12,54,74,1
13,54,16,3
14,54,350,4
15,54,494,2
0,55,0,5
1,55,2224,2
2,55,187,5
3,55,43,2
4,55,1,1
0,56,44,2
1,56,13,2
2,56,2281,1
3,56,937,3
4,56,0,1
5,56,8,3
6,56,25,5
7,56,3,2
8,56,49,3
9,56,2002,1
10,56,3558,1
11,56,635,1
12,56,81,4
13,56,3542,4
14,56,178,1
0,57,207,2
1,57,1030,4
2,57,0,4
3,57,42,1
0,58,681,3
1,58,0,5
2,58,44,4
3,58,133,4
4,58,1,4
5,58,1745,2
6,58,17,3
7,58,38,4
8,58,173,1
9,58,4,2
10,58,20,3
11,58,52,2
12,58,23,2
13,58,45,4
14,58,4187,5
15,58,123,3
16,58,8,1
17,58,332,4
0,59,0,1
1,59,6,3
2,59,507,1
3,59,242,4
4,59,17,5
5,59,582,3
6,59,1,1
7,59,1656,5
8,59,59,3
9,59,2163,5
10,59,1444,1
11,59,297,1
12,59,4660,3
13,59,457,5
14,59,26,1
15,59,7,5
16,59,14,2
17,59,46,1
18,59,3268,2
0,60,0,2
1,60,706,1
2,60,287,4
3,60,30,4
0,61,27,5
1,61,32,2
2,61,271,4
3,61,0,3
4,61,56,3
5,61,87,2
6,61,19,3
7,61,341,1
8,61,165,2
9,61,53,1
10,61,31,2
11,61,60,4
0,62,810,3
1,62,38,5
2,62,10,2
0,63,0,2
1,63,580,2
2,63,874,3
3,63,12,1
4,63,8,3
5,63,86,5
6,63,208,4
0,64,1953,3
1,64,14,5
2,64,71,5
3,64,0,4
4,64,2976,1
0,65,0,1
1,65,61,5
2,65,150,5
3,65,74,4
4,65,2877,2
5,65,924,1
6,65,71,1
7,65,209,5
8,65,2563,3
9,65,1040,1
10,65,4200,1
11,65,9,2
12,65,1,4
13,65,40,4
14,65,102,2
15,65,3586,4
16,65,2937,3
17,65,25,2
0,66,4280,2
1,66,473,5
2,66,3908,2
3,66,0,1
4,66,1831,1
5,66,2,4
6,66,1261,2
7,66,2070,4
8,66,3259,1
9,66,2922,5
10,66,6,2
11,66,2123,3
0,67,0,4
1,67,1318,4
2,67,15,1
0,68,0,1
1,68,23,1
2,68,94,1
0,69,0,5
1,69,272,4
2,69,2,2
3,69,393,3
4,69,39,3
5,69,17,2
6,69,1172,3
7,69,1761,1
8,69,1442,5
9,69,1180,3
10,69,18,4
11,69,1891,3
12,69,28,2
0,70,0,2
1,70,205,5
2,70,59,1
3,70,30,3
4,70,1,3
5,70,4685,1
6,70,2435,2
7,70,3,1
8,70,259,5
9,70,35,3
10,70,7,5
11,70,705,1
12,70,82,4
13,70,5,2
14,70,193,5
15,70,101,4
16,70,1841,2
17,70,28,4
0,71,0,1
1,71,3652,3
2,71,2,5
3,71,70,4
4,71,1432,4
5,71,3792,2
6,71,5,3
7,71,295,5
8,71,1751,5
9,71,7,4
10,71,168,1
11,71,464,5
12,71,3,4
13,71,788,4
14,71,338,1
15,71,590,3
16,71,18,3
17,71,24,1
18,71,551,4
0,72,3,3
1,72,0,5
2,72,592,2
3,72,99,5
4,72,308,4
5,72,4149,4
6,72,15,4
7,72,2349,2
8,72,108,2
9,72,63,2
10,72,1136,1
0,73,0,2
1,73,465,3
2,73,12,2
3,73,27,4
4,73,90,5
5,73,20,3
6,73,19,5
7,73,729,4
8,73,7,3
9,73,189,5
10,73,191,1
11,73,186,2
12,73,4,1
0,74,0,2
1,74,4258,4
2,74,1,5
3,74,69,5
4,74,89,4
5,74,1810,4
6,74,2030,4
7,74,748,4
8,74,7,4
9,74,61,1
10,74,2675,2
11,74,3,5
12,74,542,5
13,74,5,2
14,74,196,4
15,74,82,4
16,74,2,2
17,74,81,4
18,74,24,1
0,75,182,1
1,75,79,4
2,75,0,5
3,75,1409,1
4,75,349,3
5,75,1075,3
6,75,635,1
7,75,1732,3
8,75,11,3
9,75,138,4
0,76,91,2
1,76,1233,1
2,76,0,5
3,76,15,1
4,76,267,4
5,76,7,2
6,76,612,4
7,76,9,1
8,76,3,5
9,76,2,3
10,76,4386,2
11,76,590,2
12,76,1282,3
13,76,1178,5
14,76,1603,4
0,77,0,5
1,77,74,4
2,77,2,1
3,77,16,5
4,77,664,5
5,77,159,1
6,77,4104,5
7,77,1049,3
8,77,779,2
9,77,98,2
10,77,2827,5
11,77,327,2
12,77,8,1
13,77,63,2
14,77,1,4
15,77,9,1
0,78,8,3
1,78,0,3
2,78,80,3
3,78,242,2
4,78,3139,4
5,78,2400,4
6,78,76,3
7,78,3,5
8,78,20,3
0,79,376,2
1,79,0,5
2,79,4297,3
3,79,2714,1
4,79,11,2
5,79,5,1
6,79,290,3
7,79,550,2
8,79,4,2
9,79,60,3
10,79,1040,5
11,79,863,1
12,79,385,3
13,79,185,1
14,79,9,5
15,79,2426,4
16,79,1674,2
17,79,20,2
18,79,703,1
0,80,1260,1
1,80,49,3
2,80,473,5
3,80,3130,3
4,80,32,4
5,80,1217,1
6,80,0,4
0,81,1,2
1,81,2766,2
2,81,2128,4
0,82,270,3
1,82,0,5
2,82,55,2
3,82,2882,2
4,82,100,4
5,82,375,2
6,82,11,2
7,82,43,2
8,82,2469,3
9,82,4,1
10,82,875,5
11,82,208,2
12,82,5,5
13,82,156,2
14,82,9,4
15,82,1098,1
16,82,3729,5
17,82,3,1
0,83,3,1
1,83,0,5
2,83,4823,1
0,84,39,5
1,84,36,1
2,84,0,1
3,84,1406,4
4,84,3326,4
5,84,4937,3
6,84,50,5
7,84,1753,4
8,84,413,2
9,84,1081,3
10,84,1340,1
11,84,54,4
12,84,17,2
13,84,2,3
14,84,1249,5
0,85,0,3
1,85,319,4
2,85,1685,5
3,85,148,3
4,85,9,3
5,85,741,4
6,85,4,3
7,85,1557,1
8,85,329,5
9,85,147,1
10,85,527,5
11,85,116,4
12,85,1482,3
13,85,670,5
0,86,0,3
1,86,10,1
2,86,12,1
3,86,2,5
0,87,1881,4
1,87,16,5
2,87,1,3
3,87,5,2
4,87,0,2
5,87,1666,1
6,87,655,5
7,87,705,3
8,87,7,5
9,87,1374,1
10,87,2530,4
11,87,186,4
12,87,2,2
0,88,0,4
1,88,1664,5
2,88,11,5
3,88,34,4
4,88,28,1
5,88,309,2
6,88,122,3
7,88,929,2
0,89,0,5
1,89,50,2
2,89,78,5
3,89,282,5
4,89,144,4
5,89,8,3
6,89,32,3
7,89,4875,1
8,89,9,4
9,89,2442,5
10,89,5,5
11,89,91,2
12,89,313,1
13,89,1,2
14,89,113,2
15,89,2,4
16,89,45,2
17,89,46,5
0,90,75,5
1,90,616,1
2,90,53,1
3,90,0,2
0,91,0,1
1,91,1858,3
2,91,1,3
3,91,18,2
4,91,4345,4
5,91,19,4
6,91,4,1
7,91,226,5
8,91,30,2
9,91,44,3
10,91,416,4
0,92,42,2
1,92,487,2
2,92,0,2
3,92,2174,5
4,92,36,2
0,93,4594,1
1,93,6,1
2,93,29,3
0,94,0,5
1,94,3,4
2,94,570,3
3,94,21,5
4,94,26,2
5,94,616,4
6,94,203,3
7,94,299,4
8,94,8,4
9,94,5,3
10,94,1716,4
11,94,459,5
12,94,1563,5
13,94,110,4
14,94,3101,1
15,94,617,5
16,94,1,2
17,94,31,1
18,94,871,4
0,95,161,2
1,95,0,4
2,95,259,2
0,96,4534,3
1,96,4,5
2,96,0,5
3,96,2843,1
4,96,4640,3
5,96,1520,1
6,96,52,4
7,96,114,2
0,97,3372,2
1,97,1884,5
2,97,4402,1
3,97,83,1
4,97,0,2
0,98,0,2
1,98,1,2
2,98,397,3
3,98,159,4
4,98,21,1
5,98,4103,5
0,99,187,4
1,99,335,5
2,99,3996,4
3,99,48,3
4,99,4019,4
5,99,4073,4
6,99,3541,4
7,99,262,3
8,99,0,3
9,99,2,3
10,99,1,2
11,99,584,5
0,100,0,2
1,100,4087,5
2,100,4312,3
3,100,2,4
4,100,4,2
5,100,4606,5
0,101,0,2
1,101,3959,1
2,101,5,2
3,101,342,5
4,101,37,4
5,101,2,4
6,101,1725,2
7,101,1218,5
8,101,1,5
9,101,1797,2
10,101,3512,2
11,101,76,1
12,101,216,5
0,102,2,5
1,102,0,2
2,102,114,3
0,103,175,2
1,103,0,1
2,103,4925,5
3,103,3347,5
4,103,38,4
5,103,14,1
6,103,2540,4
7,103,170,4
8,103,2575,4
9,103,151,2
0,104,0,5
1,104,124,1
2,104,10,1
3,104,3077,3
4,104,1931,5
5,104,3,3
6,104,4236,2
7,104,1901,5
0,105,695,1
1,105,38,3
2,105,541,1
3,105,3977,1
4,105,609,4
5,105,131,4
6,105,0,3
7,105,1205,3
8,105,1169,3
9,105,6,5
10,105,5,1
11,105,3533,5
12,105,386,2
13,105,489,3
14,105,8,2
0,106,293,1
1,106,0,3
2,106,105,1
3,106,1026,4
4,106,510,5
5,106,47,1
6,106,3,4
7,106,248,2
8,106,2477,1
9,106,842,3
10,106,341,3
11,106,600,5
12,106,5,4
13,106,1,2
14,106,159,5
0,107,3690,5
1,107,197,4
2,107,1,2
3,107,58,5
4,107,3,4
5,107,0,5
6,107,4292,3
7,107,3794,3
8,107,99,5
9,107,86,4
10,107,847,4
11,107,1967,4
12,107,25,4
13,107,761,1
14,107,620,5
15,107,4068,3
16,107,338,1
0,108,335,3
1,108,0,3
2,108,163,1
3,108,12,2
4,108,505,5
5,108,4690,4
0,109,0,1
1,109,47,5
2,109,1018,4
3,109,1532,5
4,109,242,1
5,109,75,2
6,109,1155,5
0,110,0,3
1,110,4036,1
2,110,147,5
3,110,1710,2
4,110,51,1
5,110,4310,2
6,110,394,3
0,111,0,2
1,111,4,2
2,111,72,3
0,112,32,1
1,112,0,1
2,112,67,2
3,112,217,1
4,112,21,5
5,112,108,5
0,113,628,3
1,113,0,4
2,113,53,3
3,113,339,3
4,113,4363,4
5,113,139,4
0,114,0,2
1,114,80,1
2,114,2483,1
3,114,2322,1
4,114,62,4
5,114,1211,4
6,114,1896,4
7,114,531,5
8,114,1845,1
9,114,4206,4
10,114,480,5
11,114,1,4
12,114,3,3
13,114,1771,4
0,115,0,3
1,115,1264,5
2,115,3,4
3,115,4093,4
4,115,323,1
5,115,2192,5
6,115,4,4
0,116,240,4
1,116,1873,3
2,116,0,4
3,116,1,1
4,116,1828,5
5,116,323,3
0,117,5,2
1,117,4938,2
2,117,0,4
3,117,2584,4
4,117,46,3
5,117,411,2
6,117,2720,4
7,117,298,4
8,117,45,3
9,117,3,3
10,117,1868,5
0,118,0,1
1,118,54,1
2,118,2303,4
3,118,3250,3
4,118,1,2
5,118,13,3
6,118,4031,2
7,118,20,3
8,118,1090,3
9,118,3566,4
10,118,229,3
11,118,7,3
12,118,84,5
13,118,31,1
14,118,8,4
15,118,10,3
16,118,4211,2
17,118,702,3
18,118,70,5
0,119,739,3
1,119,11,1
2,119,2215,2
3,119,4112,5
4,119,422,1
5,119,801,2
6,119,2126,4
7,119,0,5
8,119,20,1
9,119,1946,4
0,120,474,5
1,120,0,2
2,120,352,1
3,120,4,1
4,120,419,5
5,120,1140,5
6,120,392,5
7,120,457,2
8,120,24,1
9,120,503,3
10,120,72,4
11,120,877,2
12,120,1366,4
0,121,4,5
1,121,0,2
2,121,3766,5
3,121,47,3
4,121,1,2
5,121,196,5
6,121,6,3
7,121,1199,3
8,121,2,3
0,122,28,3
1,122,7,2
2,122,0,4
3,122,3972,1
4,122,920,2
5,122,20,1
6,122,6,1
7,122,38,3
8,122,91,3
9,122,2362,2
10,122,4558,1
11,122,978,3
12,122,41,3
13,122,55,5
0,123,24,2
1,123,2,3
2,123,1337,5
3,123,106,4
4,123,0,2
5,123,365,5
6,123,167,1
7,123,98,3
8,123,215,4
9,123,2755,4
10,123,375,2
11,123,65,2
12,123,209,5
13,123,41,5
14,123,1,4
0,124,0,3
1,124,102,3
2,124,11,2
3,124,1332,5
4,124,177,5
5,124,1514,2
6,124,71,3
7,124,788,2
8,124,2993,2
9,124,3,1
0,125,1,2
1,125,0,2
2,125,535,5
3,125,63,2
4,125,12,3
5,125,381,5
6,125,2405,3
7,125,35,2
8,125,92,4
9,125,3,3
10,125,1190,3
11,125,313,4
12,125,626,1
13,125,42,2
14,125,8,1
15,125,2671,2
16,125,408,5
17,125,310,5
18,125,4302,3
0,126,95,5
1,126,935,1
2,126,0,4
3,126,55,2
4,126,88,5
5,126,497,5
6,126,1270,1
7,126,8,2
8,126,1403,3
9,126,1642,2
10,126,1128,3
11,126,1,2
12,126,4779,1
13,126,27,2
14,126,2889,5
15,126,19,1
16,126,1776,1
0,127,3808,2
1,127,0,3
2,127,1728,3
3,127,1761,4
4,127,253,1
5,127,3262,1
6,127,296,4
7,127,246,4
8,127,2,3
9,127,2029,1
10,127,33,2
11,127,4,5
12,127,30,3
13,127,18,4
0,128,120,3
1,128,2781,5
2,128,2,1
3,128,4,3
4,128,309,4
5,128,0,1
6,128,416,4
7,128,206,1
8,128,22,2
9,128,2021,2
10,128,316,5
11,128,75,2
12,128,192,1
0,129,37,2
1,129,505,5
2,129,130,5
3,129,0,1
4,129,4075,2
5,129,45,4
0,130,0,2
1,130,279,4
2,130,2282,1
3,130,20,5
4,130,1625,2
5,130,28,2
6,130,1884,1
7,130,11,3
8,130,1662,2
9,130,2228,4
10,130,729,5
11,130,9,2
12,130,1654,4
13,130,83,1
14,130,33,1
15,130,6,3
0,131,127,5
1,131,431,5
2,131,0,1
3,131,9,1
0,132,1513,3
1,132,228,2
2,132,972,4
3,132,0,5
4,132,52,5
5,132,6,1
6,132,2457,3
7,132,2711,3
8,132,5,2
9,132,259,2
10,132,44,4
11,132,42,2
12,132,741,4
13,132,26,1
14,132,193,4
15,132,309,1
16,132,1,4
17,132,1162,5
18,132,47,4
0,133,221,4
1,133,0,3
2,133,4,1
3,133,3,3
4,133,57,1
5,133,6,2
6,133,935,4
7,133,229,3
8,133,43,4
0,134,695,3
1,134,42,4
2,134,4879,1
3,134,0,2
4,134,1712,3
5,134,687,5
6,134,1120,2
7,134,37,4
8,134,1,3
9,134,4963,5
10,134,1874,3
11,134,231,3
12,134,520,4
0,135,0,3
1,135,14,2
2,135,1013,5
0,136,0,1
1,136,50,4
2,136,267,4
3,136,249,2
4,136,1519,4
5,136,1,3
6,136,688,3
7,136,135,2
8,136,8,2
9,136,25,3
10,136,2925,3
11,136,4703,3
12,136,34,2
13,136,4376,2
14,136,162,4
0,137,0,3
1,137,4593,1
2,137,4562,1
3,137,1,5
4,137,130,5
5,137,3394,4
6,137,10,1
7,137,2099,3
8,137,201,4
9,137,3,5
10,137,62,2
11,137,4314,3
12,137,6,1
13,137,405,5
14,137,4290,1
15,137,525,4
16,137,4889,2
17,137,61,5
18,137,1247,4
0,138,46,2
1,138,395,3
2,138,0,2
3,138,13,4
4,138,26,2
5,138,422,5
6,138,284,3
7,138,276,3
0,139,0,5
1,139,223,3
2,139,1,3
3,139,101,3
4,139,16,4
5,139,1029,2
6,139,3194,4
7,139,1801,2
8,139,279,3
9,139,2,3
10,139,1335,3
11,139,11,1
12,139,117,3
13,139,620,3
0,140,5,5
1,140,2208,5
2,140,1835,1
3,140,67,5
4,140,3,4
5,140,408,5
6,140,0,5
7,140,411,4
8,140,2193,1
9,140,305,4
10,140,4164,4
11,140,12,5
12,140,1412,1
13,140,85,5
0,141,0,2
1,141,254,4
2,141,1,5
3,141,21,5
4,141,1518,2
5,141,57,4
6,141,119,4
0,142,1,4
1,142,0,1
2,142,482,1
3,142,310,2
4,142,180,4
5,142,161,4
6,142,5,3
7,142,36,5
8,142,1787,3
9,142,2,1
10,142,353,2
11,142,29,5
12,142,3281,5
13,142,66,1
14,142,514,1
0,143,0,4
1,143,583,1
2,143,3947,2
3,143,154,3
4,143,1113,3
5,143,4868,2
6,143,291,5
7,143,1,1
8,143,1074,2
9,143,2,1
10,143,624,1
0,144,0,5
1,144,28,2
2,144,7,4
3,144,31,5
4,144,4,5
5,144,5,4
6,144,99,5
0,145,3738,4
1,145,0,3
2,145,2284,1
3,145,293,2
4,145,4765,4
5,145,5,4
6,145,973,1
0,146,0,4
1,146,1965,5
2,146,69,1
3,146,7,2
4,146,171,3
5,146,197,4
6,146,22,4
7,146,4241,4
8,146,1,3
9,146,155,3
10,146,3,5
11,146,94,2
12,146,2,5
13,146,85,5
14,146,131,5
15,146,4298,2
16,146,4201,1
17,146,99,3
18,146,769,4
0,147,2,3
1,147,0,5
2,147,1,2
3,147,110,3
4,147,28,1
5,147,31,3
6,147,3,5
7,147,4806,3
8,147,4463,3
9,147,2508,2
10,147,3115,4
0,148,44,2
1,148,233,4
2,148,738,4
3,148,2,3
4,148,1,1
5,148,141,3
6,148,284,1
7,148,0,4
8,148,304,2
9,148,608,5
10,148,11,2
11,148,2944,1
12,148,16,5
13,148,76,3
0,149,28,5
1,149,1769,5
2,149,1954,5
3,149,3895,3
4,149,2373,5
5,149,152,5
6,149,0,3
7,149,1,4
8,149,3663,5
9,149,148,4
10,149,1843,1
11,149,726,5
12,149,2,3
13,149,254,2
14,149,6,3
15,149,1823,4
16,149,176,1
17,149,57,4
18,149,911,3
0,150,0,4
1,150,1048,4
2,150,153,1
3,150,28,3
4,150,6,3
5,150,15,1
6,150,1,5
7,150,405,2
8,150,1924,2
9,150,8,1
10,150,124,4
11,150,633,5
0,151,0,5
1,151,4203,2
2,151,104,1
3,151,19,5
4,151,1046,5
5,151,2485,4
6,151,7,1
7,151,2738,3
8,151,10,5
9,151,2327,2
10,151,403,1
11,151,971,2
0,152,0,5
1,152,8,2
2,152,153,3
3,152,266,2
4,152,264,2
5,152,211,2
6,152,3647,2
7,152,63,2
8,152,58,1
9,152,6,2
10,152,4785,2
11,152,797,4
12,152,44,1
13,152,242,2
14,152,12,3
15,152,244,1
16,152,77,2
0,153,0,3
1,153,29,2
2,153,383,3
3,153,5,1
4,153,164,2
