,user_id,app_id,rating
5,26,78,3
6,26,0,4
7,26,1880,5
8,26,77,5
9,26,1595,2
10,26,35,4
11,26,139,4
0,27,109,4
1,27,0,4
2,27,481,5
0,28,0,4
1,28,2802,3
2,28,54,3
3,28,3705,4
4,28,564,5
5,28,3944,5
6,28,4765,5
7,28,2369,4
8,28,89,5
9,28,1,2
10,28,22,1
11,28,642,3
12,28,94,5
0,29,0,4
1,29,387,4
2,29,4507,5
3,29,1,3
4,29,1288,2
5,29,1196,3
6,29,9,4
7,29,2,1
8,29,131,5
9,29,6,3
10,29,828,3
11,29,925,5
12,29,3,2
13,29,146,2
14,29,56,5
15,29,1217,2
16,29,4723,3
17,29,196,3
18,29,54,1
0,30,3181,5
1,30,116,3
2,30,126,5
0,31,11,2
1,31,0,5
2,31,614,2
3,31,19,5
4,31,1,4
5,31,27,4
6,31,5,3
7,31,508,4
8,31,3262,2
9,31,682,1
10,31,30,2
11,31,10,3
12,31,599,1
13,31,1217,3
14,31,146,5
15,31,538,5
0,32,0,1
1,32,52,5
2,32,1,2
0,33,0,5
1,33,1798,4
2,33,5,2
3,33,12,5
4,33,3185,5
0,34,0,4
1,34,4,2
2,34,207,3
3,34,3707,4
4,34,466,5
5,34,2837,3
6,34,546,5
7,34,2178,5
8,34,1,2
9,34,852,2
10,34,204,5
11,34,5,2
12,34,184,5
13,34,108,1
14,34,870,3
15,34,2936,4
0,35,505,4
1,35,1,4
2,35,216,5
3,35,249,4
4,35,0,5
5,35,13,5
6,35,3817,2
7,35,7,5
8,35,6,3
9,35,712,5
10,35,1151,5
11,35,581,3
12,35,71,5
13,35,139,5
14,35,15,5
15,35,108,2
16,35,3180,4
0,36,301,3
1,36,0,3
2,36,113,4
3,36,41,4
0,37,502,5
1,37,0,1
2,37,1290,3
3,37,221,1
0,38,109,4
1,38,0,2
2,38,301,5
3,38,11,3
4,38,5,5
5,38,1161,3
6,38,1344,4
7,38,1785,3
8,38,3,5
9,38,140,3
10,38,182,5
0,39,0,4
1,39,1,2
2,39,658,5
0,40,32,1
1,40,17,4
2,40,12,4
3,40,54,5
4,40,246,1
5,40,160,2
6,40,0,5
7,40,1,5
8,40,9,3
9,40,2068,5
10,40,743,5
11,40,20,2
12,40,56,3
13,40,1685,4
14,40,895,4
15,40,968,5
0,41,2929,2
1,41,168,5
2,41,0,3
0,42,377,3
1,42,0,4
2,42,15,5
3,42,11,4
4,42,1753,4
5,42,160,2
6,42,177,3
7,42,4251,3
8,42,4973,5
9,42,294,3
10,42,30,5
11,42,2220,4
12,42,185,5
13,42,599,4
14,42,44,5
15,42,3,5
16,42,615,2
0,43,0,5
1,43,374,3
2,43,2318,3
3,43,1817,3
4,43,607,4
5,43,82,5
6,43,1,5
7,43,1161,4
8,43,68,3
9,43,146,2
10,43,205,4
11,43,2573,5
12,43,856,5
13,43,5,5
14,43,623,4
15,43,555,3
16,43,299,5
17,43,31,4
18,43,480,2
0,44,0,3
1,44,1,5
2,44,12,3
3,44,943,5
4,44,260,4
0,45,3090,5
1,45,52,2
2,45,0,4
3,45,28,2
4,45,6,4
5,45,38,3
6,45,615,5
7,45,3495,5
8,45,3238,3
9,45,3904,5
0,46,393,4
1,46,3332,5
2,46,1142,5
3,46,1574,3
4,46,14,5
5,46,24,4
6,46,12,1
0,47,0,3
1,47,823,3
2,47,328,5
3,47,647,5
4,47,239,4
5,47,1,3
6,47,322,3
7,47,230,3
0,48,0,3
1,48,35,5
2,48,97,2
3,48,15,5
4,48,2034,5
5,48,91,4
6,48,334,2
7,48,186,5
8,48,139,4
9,48,973,4
10,48,3671,4
11,48,40,4
12,48,1,5
13,48,7,2
14,48,2,3
15,48,21,2
16,48,2413,1
17,48,2850,4
0,49,0,4
1,49,2,5
2,49,5,4
3,49,3,3
4,49,151,5
5,49,7,5
6,49,13,4
7,49,1426,5
8,49,14,4
9,49,3944,5
10,49,1603,5
11,49,40,5
12,49,2348,5
13,49,163,1
14,49,518,4
15,49,3114,5
0,50,0,4
1,50,32,4
2,50,4,5
3,50,4874,5
0,51,152,5
1,51,0,3
2,51,1244,5
3,51,372,5
4,51,10,1
5,51,3530,1
6,51,162,3
7,51,3997,2
8,51,25,4
9,51,2579,5
10,51,1914,4
11,51,5,5
12,51,592,4
13,51,27,2
0,52,0,3
1,52,3317,3
2,52,103,4
3,52,1,1
4,52,1379,3
5,52,1401,4
6,52,92,4
0,53,672,4
1,53,1160,3
2,53,106,2
3,53,0,1
4,53,1106,2
5,53,20,3
6,53,10,4
7,53,1,4
8,53,3,3
9,53,236,4
10,53,4453,3
11,53,76,3
12,53,26,5
13,53,7,3
14,53,3935,4
15,53,35,4
16,53,2189,5
17,53,176,4
18,53,264,5
0,54,266,4
1,54,2271,4
2,54,3589,5
3,54,2,3
4,54,0,5
5,54,91,5
6,54,3567,3
7,54,5,5
8,54,355,5
9,54,68,2
10,54,106,4
11,54,944,4
12,54,230,5
0,55,313,3
1,55,3,4
2,55,0,1
3,55,1,1
4,55,349,3
5,55,99,5
6,55,602,2
7,55,16,5
8,55,907,3
9,55,30,2
10,55,460,4
0,56,1,4
1,56,3,3
2,56,0,4
3,56,191,1
0,57,0,5
1,57,447,5
2,57,2802,2
3,57,373,2
4,57,4854,1
0,58,0,5
1,58,56,4
2,58,2591,5
3,58,20,1
4,58,71,4
5,58,196,1
6,58,116,5
7,58,62,4
8,58,7,2
9,58,19,5
0,59,104,5
1,59,3,4
2,59,0,5
3,59,33,4
4,59,1317,3
0,60,181,4
1,60,0,5
2,60,1137,3
3,60,41,2
4,60,1,4
5,60,2,4
6,60,4730,4
7,60,1044,4
8,60,2626,3
9,60,312,1
10,60,2005,1
11,60,34,4
12,60,624,3
13,60,4,2
14,60,673,3
0,61,0,2
1,61,1428,2
2,61,1,4
3,61,18,5
4,61,170,5
5,61,64,3
6,61,53,5
7,61,33,5
8,61,3832,2
9,61,1051,3
10,61,1101,4
11,61,1804,5
12,61,298,2
0,62,36,2
1,62,2516,1
2,62,104,1
3,62,7,1
4,62,0,4
5,62,333,2
6,62,94,4
7,62,4,1
8,62,792,3
9,62,12,4
0,63,0,5
1,63,329,5
2,63,342,5
3,63,40,4
4,63,20,3
5,63,10,2
6,63,3980,3
7,63,870,3
8,63,402,4
9,63,680,4
0,64,0,4
1,64,717,2
2,64,4899,2
3,64,2513,1
4,64,676,4
5,64,1,1
6,64,1166,5
7,64,108,4
8,64,3387,4
9,64,33,4
10,64,22,2
0,65,1,4
1,65,0,4
2,65,100,1
3,65,4,5
4,65,2500,4
5,65,335,4
6,65,526,5
7,65,2,4
8,65,2505,3
9,65,36,4
10,65,28,3
11,65,23,2
12,65,723,4
13,65,1195,5
14,65,180,4
15,65,7,5
16,65,148,5
0,66,14,5
1,66,0,1
2,66,1687,5
3,66,283,4
4,66,92,4
5,66,4177,1
6,66,1871,4
7,66,18,4
8,66,1046,5
9,66,17,5
10,66,3332,4
0,67,0,2
1,67,2,4
2,67,3497,1
3,67,96,5
4,67,15,2
5,67,1,4
6,67,3086,4
7,67,1358,4
8,67,6,4
9,67,247,1
0,68,0,4
1,68,88,2
2,68,30,2
3,68,12,2
4,68,106,5
0,69,2,4
1,69,159,4
2,69,1539,4
3,69,0,2
4,69,979,5
5,69,1819,3
6,69,93,4
7,69,214,3
0,70,0,3
1,70,264,5
2,70,693,4
3,70,3874,4
4,70,19,3
5,70,5,4
6,70,21,1
7,70,72,4
8,70,231,3
9,70,517,1
10,70,234,5
11,70,269,3
12,70,2754,1
13,70,1219,5
14,70,2524,2
0,71,0,4
1,71,585,5
2,71,19,5
3,71,841,4
4,71,15,1
5,71,60,2
6,71,3,3
7,71,9,4
8,71,1633,5
9,71,36,5
10,71,2531,2
11,71,11,3
0,72,17,1
1,72,1498,5
2,72,0,2
3,72,769,5
4,72,1,3
5,72,846,4
6,72,2,3
7,72,931,5
8,72,204,4
9,72,328,5
10,72,767,1
11,72,38,4
12,72,3,5
13,72,49,5
14,72,11,1
15,72,1014,4
16,72,1895,2
0,73,0,4
1,73,225,5
2,73,825,3
3,73,97,5
4,73,1,2
5,73,395,5
6,73,369,5
7,73,56,2
8,73,1657,3
9,73,23,5
0,74,93,2
1,74,0,3
2,74,643,3
3,74,6,2
0,75,6,5
1,75,3122,1
2,75,0,4
3,75,104,3
4,75,68,4
0,76,0,2
1,76,1335,3
2,76,2271,5
3,76,120,5
4,76,71,5
5,76,246,5
6,76,3416,3
7,76,3,4
8,76,23,3
9,76,347,5
10,76,80,2
11,76,2784,2
12,76,4476,4
13,76,4231,4
14,76,2,2
15,76,362,3
16,76,46,4
17,76,2511,2
18,76,29,4
0,77,26,5
1,77,0,1
2,77,64,3
3,77,91,2
4,77,98,5
5,77,104,3
6,77,623,4
7,77,2031,1
8,77,912,4
9,77,99,3
0,78,0,3
1,78,21,4
2,78,131,3
3,78,74,1
4,78,16,5
0,79,0,3
1,79,4952,3
2,79,1448,5
3,79,4491,3
4,79,4251,2
5,79,627,4
6,79,1286,1
7,79,28,4
8,79,95,1
9,79,3545,2
10,79,2104,4
11,79,164,4
12,79,399,5
13,79,2,5
14,79,396,4
0,80,2,4
1,80,0,5
2,80,236,5
3,80,164,4
4,80,68,2
5,80,540,2
6,80,21,3
7,80,1,5
8,80,1252,3
0,81,6,1
1,81,0,5
2,81,1715,5
3,81,42,5
4,81,59,4
5,81,8,4
6,81,3,3
7,81,184,3
8,81,2,5
9,81,1719,5
10,81,1347,4
0,82,0,3
1,82,236,3
2,82,20,2
3,82,703,5
4,82,19,5
5,82,142,2
6,82,11,4
7,82,77,1
8,82,626,4
9,82,4287,4
10,82,72,3
0,83,0,4
1,83,3,1
2,83,294,5
3,83,343,4
4,83,1,4
5,83,1804,1
6,83,1500,5
7,83,3437,4
8,83,54,1
9,83,2,4
10,83,232,2
11,83,5,5
12,83,25,3
13,83,8,4
0,84,2733,2
1,84,45,3
2,84,127,4
3,84,186,5
4,84,15,4
5,84,9,2
6,84,0,4
7,84,3302,4
8,84,311,2
9,84,300,3
10,84,4311,4
0,85,8,3
1,85,90,5
2,85,7,4
3,85,62,3
4,85,168,4
0,86,0,4
1,86,471,5
2,86,151,2
3,86,3,5
4,86,1603,5
5,86,1334,1
6,86,424,3
7,86,544,4
8,86,2336,2
9,86,150,2
10,86,2909,4
11,86,5,1
12,86,928,4
13,86,2298,4
14,86,4667,1
15,86,100,2
16,86,64,1
17,86,1350,5
0,87,0,3
1,87,758,5
2,87,746,4
3,87,97,4
4,87,43,2
5,87,176,3
6,87,98,4
7,87,4161,3
8,87,4,2
9,87,75,4
10,87,17,5
11,87,78,4
0,88,48,4
1,88,0,5
2,88,6,3
3,88,3960,4
4,88,18,5
5,88,69,5
6,88,2649,3
7,88,1467,3
8,88,1,3
9,88,66,1
10,88,70,4
11,88,3179,5
0,89,253,5
1,89,0,3
2,89,33,5
3,89,2547,5
4,89,162,2
5,89,3,4
6,89,4405,4
7,89,2434,3
8,89,893,3
9,89,2,4
10,89,3635,1
11,89,647,4
0,90,173,4
1,90,0,2
2,90,197,1
3,90,3341,3
4,90,59,3
5,90,305,4
6,90,83,5
7,90,1,3
0,91,3405,5
1,91,73,5
2,91,0,2
3,91,22,3
4,91,1154,5
0,92,0,5
1,92,397,2
2,92,1364,2
3,92,4182,5
4,92,13,2
5,92,1,5
6,92,3766,3
7,92,1558,2
8,92,10,1
0,93,0,3
1,93,1,5
2,93,45,3
3,93,941,3
4,93,8,5
5,93,4585,2
6,93,4404,5
7,93,94,3
8,93,2919,4
0,94,345,5
1,94,159,5
2,94,7,2
3,94,4587,1
4,94,5,1
5,94,21,5
6,94,435,2
0,95,12,3
1,95,74,2
2,95,76,2
3,95,3,1
4,95,0,1
5,95,1088,3
6,95,18,5
7,95,1,3
8,95,88,5
9,95,228,4
0,96,2287,4
1,96,251,3
2,96,3098,4
0,97,0,2
1,97,32,3
2,97,3609,1
3,97,106,4
4,97,1216,1
5,97,25,5
6,97,21,5
7,97,10,4
8,97,69,1
9,97,1339,5
10,97,7,5
11,97,1,3
12,97,78,3
13,97,239,5
14,97,2245,4
0,98,42,2
1,98,473,3
2,98,119,1
3,98,3319,4
4,98,1,2
0,99,6,4
1,99,0,4
2,99,68,5
3,99,792,3
4,99,1,5
5,99,1080,5
6,99,8,1
7,99,2268,4
8,99,64,4
9,99,526,1
10,99,2252,2
11,99,353,1
12,99,2029,4
0,100,0,2
1,100,954,3
2,100,22,1
3,100,3,2
4,100,4,4
5,100,79,2
6,100,50,1
7,100,1183,4
8,100,96,3
9,100,2166,5
10,100,163,5
11,100,2731,3
12,100,16,4
13,100,1,3
14,100,10,5
15,100,2,1
0,101,0,5
1,101,2025,5
2,101,31,3
3,101,627,2
4,101,361,2
5,101,218,3
6,101,23,3
7,101,787,5
8,101,14,5
9,101,611,4
10,101,33,4
0,102,23,2
1,102,45,5
2,102,63,3
3,102,2009,5
4,102,1197,4
5,102,0,4
6,102,1082,2
7,102,21,4
8,102,100,4
9,102,30,2
10,102,2,5
11,102,79,5
12,102,14,4
13,102,16,1
14,102,178,3
15,102,3111,2
16,102,6,3
17,102,841,5
0,103,4806,1
1,103,5,4
2,103,81,5
0,104,1136,4
1,104,1,1
2,104,0,4
0,105,0,2
1,105,6,4
2,105,375,3
3,105,178,5
4,105,169,4
5,105,1,4
6,105,40,5
7,105,73,2
8,105,212,5
9,105,75,3
10,105,60,3
11,105,743,1
12,105,77,2
0,106,0,3
1,106,887,3
2,106,1,4
3,106,856,2
4,106,115,4
5,106,132,1
6,106,25,3
7,106,713,4
8,106,1838,5
9,106,37,2
10,106,24,1
11,106,879,4
12,106,16,1
13,106,3226,3
14,106,376,4
15,106,4313,5
16,106,4427,3
0,107,0,4
1,107,1519,3
2,107,2717,4
3,107,133,4
4,107,2,4
5,107,64,2
6,107,69,1
7,107,3405,5
8,107,32,3
9,107,3323,5
10,107,96,5
11,107,36,3
12,107,11,5
13,107,123,1
14,107,37,2
15,107,581,4
16,107,199,5
17,107,1657,1
0,108,34,5
1,108,0,5
2,108,754,3
3,108,301,3
4,108,18,4
5,108,25,4
6,108,10,4
7,108,245,3
8,108,989,4
9,108,2,5
0,109,0,4
1,109,1,5
2,109,445,2
3,109,20,4
4,109,51,4
5,109,3,1
6,109,40,3
7,109,21,1
8,109,50,5
9,109,1175,3
10,109,153,5
11,109,76,3
0,110,0,4
1,110,278,1
2,110,10,2
3,110,9,3
4,110,66,3
5,110,1,1
6,110,1029,5
7,110,187,3
8,110,365,3
9,110,15,1
10,110,23,1
11,110,1588,1
12,110,843,4
13,110,91,4
14,110,1064,3
15,110,733,4
16,110,2595,1
17,110,613,2
18,110,74,4
0,111,0,5
1,111,2,3
2,111,598,4
0,112,12,2
1,112,3614,2
2,112,1,2
3,112,114,3
4,112,2095,3
5,112,401,4
6,112,0,5
7,112,293,4
8,112,11,4
9,112,79,3
10,112,245,4
11,112,3268,4
12,112,1145,1
13,112,1998,5
14,112,95,5
15,112,3032,5
16,112,275,4
17,112,1583,5
18,112,3434,3
0,113,703,5
1,113,0,1
2,113,1,5
3,113,9,3
4,113,28,1
5,113,12,5
6,113,3,3
7,113,715,5
8,113,1374,3
9,113,4,5
10,113,98,2
11,113,1591,1
12,113,728,4
0,114,0,5
1,114,1,4
2,114,14,2
3,114,4850,1
4,114,862,5
5,114,186,5
6,114,12,4
7,114,1408,3
8,114,23,2
9,114,11,5
0,115,9,4
1,115,4447,5
2,115,0,5
3,115,22,3
4,115,382,4
5,115,1,3
6,115,182,2
7,115,6,3
8,115,2,1
9,115,4836,3
0,116,0,2
1,116,1514,3
2,116,16,5
3,116,1044,4
4,116,102,5
5,116,633,3
6,116,3026,5
7,116,1,5
0,117,194,5
1,117,107,5
2,117,472,5
3,117,0,4
4,117,1119,2
5,117,285,2
6,117,1,3
7,117,5,1
8,117,814,1
9,117,288,5
0,118,0,3
1,118,398,2
2,118,266,5
3,118,2513,2
4,118,1866,4
5,118,71,3
6,118,58,3
7,118,1171,3
8,118,544,5
9,118,100,2
10,118,505,3
11,118,5,2
12,118,153,5
13,118,37,2
14,118,2157,5
15,118,2127,4
16,118,836,1
0,119,22,5
1,119,0,3
2,119,440,3
3,119,497,5
4,119,165,5
0,120,9,4
1,120,27,1
2,120,8,2
3,120,0,4
4,120,556,5
5,120,17,2
6,120,2,5
7,120,2475,4
8,120,70,5
9,120,3521,2
10,120,4,1
11,120,502,3
12,120,5,5
13,120,4191,5
14,120,664,3
0,121,0,2
1,121,7,5
2,121,20,5
3,121,107,1
4,121,3,2
5,121,99,4
6,121,464,5
7,121,43,3
8,121,158,1
9,121,1,2
10,121,14,2
0,122,88,1
1,122,0,1
2,122,4,3
3,122,1,5
4,122,58,3
5,122,147,5
6,122,9,5
7,122,34,1
8,122,1101,3
9,122,4965,2
10,122,596,4
0,123,19,4
1,123,12,5
2,123,0,3
3,123,46,1
4,123,7,1
5,123,995,5
6,123,3864,3
7,123,3088,2
8,123,611,3
9,123,788,2
10,123,41,5
11,123,193,3
12,123,809,3
13,123,2633,5
14,123,13,4
15,123,2335,3
0,124,0,5
1,124,1627,5
2,124,81,3
3,124,414,5
4,124,239,4
5,124,2,2
0,125,0,2
1,125,11,3
2,125,2360,1
3,125,13,5
4,125,3,4
5,125,3860,4
6,125,1988,2
7,125,316,3
8,125,4377,4
9,125,6,4
10,125,37,2
11,125,26,3
0,126,0,2
1,126,1799,3
2,126,9,2
3,126,1,2
4,126,274,3
0,127,0,4
1,127,50,4
2,127,60,5
3,127,33,5
4,127,1254,3
5,127,44,2
6,127,16,3
7,127,3,1
8,127,1568,3
9,127,1,4
0,128,62,1
1,128,10,3
2,128,132,3
3,128,1,3
0,129,2062,5
1,129,50,5
2,129,0,1
3,129,514,3
4,129,14,2
5,129,6,1
6,129,77,5
7,129,852,4
8,129,870,2
9,129,11,2
10,129,10,5
11,129,1,3
12,129,22,5
13,129,5,5
14,129,80,3
15,129,4,2
16,129,76,5
17,129,81,3
0,130,4,2
1,130,1578,4
2,130,0,2
3,130,2150,4
0,131,1,3
1,131,200,2
2,131,0,1
3,131,489,3
4,131,1032,4
0,132,0,4
1,132,760,4
2,132,273,1
3,132,2601,2
4,132,107,3
5,132,85,3
6,132,83,4
7,132,357,1
8,132,6,4
9,132,951,4
10,132,1,1
11,132,178,1
0,133,84,4
1,133,0,3
2,133,3626,5
3,133,100,1
4,133,431,3
5,133,3097,5
6,133,2591,5
0,134,138,1
1,134,137,5
2,134,0,3
3,134,2162,4
4,134,1,4
5,134,2388,1
6,134,2726,3
7,134,2995,5
8,134,9,5
9,134,149,5
10,134,481,1
11,134,1456,1
12,134,134,4
13,134,7,5
14,134,2003,5
15,134,81,3
16,134,390,3
17,134,106,5
0,135,0,4
1,135,19,3
2,135,177,3
3,135,4,1
4,135,60,5
5,135,12,3
6,135,15,3
7,135,8,5
8,135,7,3
9,135,32,5
10,135,168,3
0,136,12,5
1,136,1,3
2,136,0,5
3,136,76,4
4,136,22,3
5,136,298,4
0,137,0,5
1,137,1,4
2,137,956,1
3,137,767,5
4,137,16,3
5,137,1156,4
6,137,6,5
7,137,26,4
8,137,966,4
9,137,7,3
10,137,88,5
11,137,4380,5
12,137,72,4
13,137,155,5
14,137,1383,4
15,137,2,2
16,137,514,5
0,138,2178,2
1,138,1,5
2,138,0,3
3,138,399,4
4,138,2659,4
5,138,120,4
6,138,4489,1
7,138,332,4
8,138,57,3
9,138,538,5
10,138,1136,2
11,138,455,5
12,138,219,2
13,138,286,3
14,138,146,3
15,138,3954,2
16,138,327,2
17,138,30,5
0,139,0,5
1,139,82,2
2,139,151,5
3,139,59,3
4,139,2,3
5,139,3830,2
6,139,7,4
7,139,5,2
8,139,3,2
9,139,6,5
10,139,109,2
11,139,106,3
12,139,4464,1
13,139,187,5
14,139,204,4
15,139,2689,5
0,140,0,1
1,140,1585,2
2,140,956,5
3,140,58,2
0,141,3,5
1,141,0,5
2,141,32,1
3,141,8,3
4,141,13,3
5,141,9,5
6,141,4277,4
7,141,92,2
8,141,250,2
9,141,6,3
10,141,120,5
11,141,2072,4
12,141,137,1
0,142,0,5
1,142,69,3
2,142,2,5
3,142,3,3
4,142,14,5
0,143,83,1
1,143,573,3
2,143,4,3
3,143,0,5
4,143,21,2
5,143,7,2
6,143,309,4
7,143,1681,1
8,143,48,3
9,143,227,4
10,143,1532,3
11,143,214,2
12,143,12,4
13,143,993,3
14,143,2547,3
15,143,6,1
16,143,878,4
17,143,942,5
18,143,1047,2
0,144,6,2
1,144,3741,3
2,144,0,1
3,144,3434,5
4,144,165,1
5,144,214,3
6,144,2590,5
0,145,36,4
1,145,0,4
2,145,3428,2
3,145,50,5
4,145,1746,4
5,145,4017,5
6,145,1592,2
7,145,3549,3
8,145,336,3
0,146,0,1
1,146,39,5
2,146,648,1
3,146,73,5
4,146,2672,3
5,146,448,4
6,146,9,5
7,146,2831,1
8,146,76,4
9,146,494,5
10,146,225,1
11,146,193,3
12,146,1667,4
0,147,0,3
1,147,103,2
2,147,4,5
3,147,226,4
4,147,914,3
5,147,4771,5
6,147,20,2
0,148,425,3
1,148,0,3
2,148,506,4
3,148,2624,4
4,148,641,5
0,149,1039,4
1,149,1,4
2,149,0,3
3,149,30,1
4,149,2,2
5,149,1395,4
6,149,3062,2
7,149,132,5
8,149,326,2
9,149,84,5
10,149,159,5
11,149,207,4
12,149,2337,3
13,149,2578,3
14,149,4659,5
15,149,17,2
0,150,2568,4
1,150,0,4
2,150,2,2
3,150,83,5
4,150,136,2
5,150,38,1
6,150,601,4
7,150,1548,5
8,150,227,4
9,150,3116,2
10,150,254,2
11,150,4514,4
12,150,269,4
13,150,218,1
14,150,78,5
15,150,4614,5
16,150,1631,5
17,150,4,3
18,150,209,5
0,151,3058,1
1,151,3979,1
2,151,0,4
3,151,14,5
4,151,7,4
5,151,3225,5
6,151,138,3
7,151,338,3
8,151,2950,2
9,151,281,4
10,151,1667,3
11,151,77,3
0,152,289,1
1,152,1983,2
2,152,0,5
3,152,207,4
4,152,199,2
5,152,1,2
6,152,2215,5
7,152,301,3
8,152,90,5
9,152,4,5
10,152,2679,5
11,152,255,1
12,152,432,3
0,153,215,5
1,153,0,3
2,153,650,3
3,153,861,5
4,153,1,5
5,153,7,1
6,153,121,5
7,153,2,4
8,153,28,3
9,153,5,3
0,154,0,2
1,154,345,3
2,154,3,4
3,154,2,4
4,154,61,5
5,154,101,5
6,154,460,5
7,154,442,4
8,154,16,3
9,154,8,3
10,154,9,5
11,154,1,2
12,154,47,3
13,154,4,4
14,154,6,4
15,154,364,4
0,155,1,1
1,155,581,3
2,155,0,4
3,155,76,1
4,155,813,2
5,155,45,5
6,155,67,2
7,155,33,3
0,156,0,2
1,156,368,4
2,156,5,4
3,156,40,5
4,156,20,5
5,156,7,5
0,157,0,3
1,157,19,2
2,157,39,1
3,157,208,2
4,157,3995,4
5,157,3399,3
6,157,1526,4
7,157,6,1
8,157,364,5
